"UID","ClayFraction","OrganicFraction","SandFraction","SiltFraction","ExposedShoreSqm228.0ft_5000m","ExposedShoreSqm229.3ft_5000m","ExposedShoreSqm229.1ft_5000m","ExposedShoreSqm228.9ft_5000m","ExposedShoreSqm228.9ft_5000m.1","ExposedShoreSqm228.9ft_5000m.2","ExposedShoreSqm229.1ft_5000m.1","ExposedShoreSqm229.4ft_5000m","ExposedShoreSqm229.6ft_5000m","ExposedShoreSqm229.8ft_5000m","ExposedShoreSqm230.0ft_5000m","ExposedShoreSqm230.1ft_5000m","ExposedShoreSqm230.0ft_5000m.1","ExposedShoreSqm229.9ft_5000m","ExposedShoreSqm229.6ft_5000m.1","ExposedShoreSqm229.5ft_5000m","ExposedShoreSqm229.3ft_5000m.1","ExposedShoreSqm229.1ft_5000m.2","ExposedShoreSqm229.3ft_5000m.2","ExposedShoreSqm229.6ft_5000m.2","ExposedShoreSqm229.7ft_5000m","ExposedShoreSqm229.9ft_5000m.1","ExposedShoreSqm230.1ft_5000m.1","ExposedShoreSqm230.2ft_5000m","ExposedShoreSqm230.1ft_5000m.2","ExposedShoreSqm230.0ft_5000m.2","ExposedShoreSqm229.7ft_5000m.1","ExposedShoreSqm229.5ft_5000m.1","ExposedShoreSqm229.5ft_5000m.2","ExposedShoreSqm229.6ft_5000m.3","ExposedShoreSqm229.7ft_5000m.2","ExposedShoreSqm230.0ft_5000m.3","ExposedShoreSqm230.0ft_5000m.4","ExposedShoreSqm230.0ft_5000m.5","ExposedShoreSqm230.7ft_5000m","ExposedShoreSqm230.8ft_5000m","ExposedShoreSqm230.7ft_5000m.1","ExposedShoreSqm230.5ft_5000m","ExposedShoreSqm230.3ft_5000m","ExposedShoreSqm230.1ft_5000m.3","ExposedShoreSqm230.1ft_5000m.4","ExposedShoreSqm230.2ft_5000m.1","ExposedShoreSqm230.5ft_5000m.1","ExposedShoreSqm230.9ft_5000m","ExposedShoreSqm231.1ft_5000m","ExposedShoreSqm231.4ft_5000m","ExposedShoreSqm231.8ft_5000m","ExposedShoreSqm231.9ft_5000m","ExposedShoreSqm231.8ft_5000m.1","ExposedShoreSqm231.7ft_5000m","ExposedShoreSqm231.5ft_5000m","ExposedShoreSqm231.3ft_5000m","ExposedShoreSqm231.4ft_5000m.1","ExposedShoreSqm231.5ft_5000m.1","ExposedShoreSqm231.6ft_5000m","WaterDepthMeters228.0ft_5000m","WaterDepthMeters229.3ft_5000m","WaterDepthMeters229.1ft_5000m","WaterDepthMeters228.9ft_5000m","WaterDepthMeters228.9ft_5000m.1","WaterDepthMeters228.9ft_5000m.2","WaterDepthMeters229.1ft_5000m.1","WaterDepthMeters229.4ft_5000m","WaterDepthMeters229.6ft_5000m","WaterDepthMeters229.8ft_5000m","WaterDepthMeters230.0ft_5000m","WaterDepthMeters230.1ft_5000m","WaterDepthMeters230.0ft_5000m.1","WaterDepthMeters229.9ft_5000m","WaterDepthMeters229.6ft_5000m.1","WaterDepthMeters229.5ft_5000m","WaterDepthMeters229.3ft_5000m.1","WaterDepthMeters229.1ft_5000m.2","WaterDepthMeters229.3ft_5000m.2","WaterDepthMeters229.6ft_5000m.2","WaterDepthMeters229.7ft_5000m","WaterDepthMeters229.9ft_5000m.1","WaterDepthMeters230.1ft_5000m.1","WaterDepthMeters230.2ft_5000m","WaterDepthMeters230.1ft_5000m.2","WaterDepthMeters230.0ft_5000m.2","WaterDepthMeters229.7ft_5000m.1","WaterDepthMeters229.5ft_5000m.1","WaterDepthMeters229.5ft_5000m.2","WaterDepthMeters229.6ft_5000m.3","WaterDepthMeters229.7ft_5000m.2","WaterDepthMeters230.0ft_5000m.3","WaterDepthMeters230.0ft_5000m.4","WaterDepthMeters230.0ft_5000m.5","WaterDepthMeters230.7ft_5000m","WaterDepthMeters230.8ft_5000m","WaterDepthMeters230.7ft_5000m.1","WaterDepthMeters230.5ft_5000m","WaterDepthMeters230.3ft_5000m","WaterDepthMeters230.1ft_5000m.3","WaterDepthMeters230.1ft_5000m.4","WaterDepthMeters230.2ft_5000m.1","WaterDepthMeters230.5ft_5000m.1","WaterDepthMeters230.9ft_5000m","WaterDepthMeters231.1ft_5000m","WaterDepthMeters231.4ft_5000m","WaterDepthMeters231.8ft_5000m","WaterDepthMeters231.9ft_5000m","WaterDepthMeters231.8ft_5000m.1","WaterDepthMeters231.7ft_5000m","WaterDepthMeters231.5ft_5000m","WaterDepthMeters231.3ft_5000m","WaterDepthMeters231.4ft_5000m.1","WaterDepthMeters231.5ft_5000m.1","WaterDepthMeters231.6ft_5000m","WaterShallowsSqm_0to15cm_228.0ft_5000m","WaterShallowsSqm_0to15cm_228.9ft_5000m","WaterShallowsSqm_0to15cm_229.1ft_5000m","WaterShallowsSqm_0to15cm_229.3ft_5000m","WaterShallowsSqm_0to15cm_229.4ft_5000m","WaterShallowsSqm_0to15cm_229.5ft_5000m","WaterShallowsSqm_0to15cm_229.6ft_5000m","WaterShallowsSqm_0to15cm_229.7ft_5000m","WaterShallowsSqm_0to15cm_229.8ft_5000m","WaterShallowsSqm_0to15cm_229.9ft_5000m","WaterShallowsSqm_0to15cm_230.0ft_5000m","WaterShallowsSqm_0to15cm_230.1ft_5000m","WaterShallowsSqm_0to15cm_230.2ft_5000m","WaterShallowsSqm_0to15cm_230.3ft_5000m","WaterShallowsSqm_0to15cm_230.5ft_5000m","WaterShallowsSqm_0to15cm_230.7ft_5000m","WaterShallowsSqm_0to15cm_230.8ft_5000m","WaterShallowsSqm_0to15cm_230.9ft_5000m","WaterShallowsSqm_0to15cm_231.1ft_5000m","WaterShallowsSqm_0to15cm_231.3ft_5000m","WaterShallowsSqm_0to15cm_231.4ft_5000m","WaterShallowsSqm_0to15cm_231.5ft_5000m","WaterShallowsSqm_0to15cm_231.6ft_5000m","WaterShallowsSqm_0to15cm_231.7ft_5000m","WaterShallowsSqm_0to15cm_231.8ft_5000m","WaterShallowsSqm_0to15cm_231.9ft_5000m","WaterShallowsSqm_0to15cm_232.1ft_5000m","WaterShallowsSqm_0to15cm_232.2ft_5000m","WaterShallowsSqm_0to15cm_232.3ft_5000m","WaterShallowsSqm_0to15cm_232.4ft_5000m","WaterShallowsSqm_0to15cm_232.5ft_5000m","WaterShallowsSqm_0to15cm_232.7ft_5000m","WaterShallowsSqm_0to15cm_232.9ft_5000m","WaterShallowsSqm_0to15cm_233.0ft_5000m","WaterShallowsSqm_0to15cm_233.1ft_5000m","WaterShallowsSqm_0to15cm_233.3ft_5000m","WaterShallowsSqm_0to15cm_233.5ft_5000m","WaterShallowsSqm_0to15cm_233.6ft_5000m","WaterShallowsSqm_0to15cm_233.7ft_5000m","WaterShallowsSqm_0to15cm_233.9ft_5000m","WaterShallowsSqm_0to15cm_234.0ft_5000m","WaterShallowsSqm_0to15cm_234.1ft_5000m","WaterShallowsSqm_15to30cm_228.0ft_5000m","WaterShallowsSqm_15to30cm_228.9ft_5000m","WaterShallowsSqm_15to30cm_229.1ft_5000m","WaterShallowsSqm_15to30cm_229.3ft_5000m","WaterShallowsSqm_15to30cm_229.4ft_5000m","WaterShallowsSqm_15to30cm_229.5ft_5000m","WaterShallowsSqm_15to30cm_229.6ft_5000m","WaterShallowsSqm_15to30cm_229.7ft_5000m","WaterShallowsSqm_15to30cm_229.8ft_5000m","WaterShallowsSqm_15to30cm_229.9ft_5000m","WaterShallowsSqm_15to30cm_230.0ft_5000m","WaterShallowsSqm_15to30cm_230.1ft_5000m","WaterShallowsSqm_15to30cm_230.2ft_5000m","WaterShallowsSqm_15to30cm_230.3ft_5000m","WaterShallowsSqm_15to30cm_230.5ft_5000m","WaterShallowsSqm_15to30cm_230.7ft_5000m","WaterShallowsSqm_15to30cm_230.8ft_5000m","WaterShallowsSqm_15to30cm_230.9ft_5000m","WaterShallowsSqm_15to30cm_231.1ft_5000m","WaterShallowsSqm_15to30cm_231.3ft_5000m","WaterShallowsSqm_15to30cm_231.4ft_5000m","WaterShallowsSqm_15to30cm_231.5ft_5000m","WaterShallowsSqm_15to30cm_231.6ft_5000m","WaterShallowsSqm_15to30cm_231.7ft_5000m","WaterShallowsSqm_15to30cm_231.8ft_5000m","WaterShallowsSqm_15to30cm_231.9ft_5000m","WaterShallowsSqm_15to30cm_232.1ft_5000m","WaterShallowsSqm_15to30cm_232.2ft_5000m","WaterShallowsSqm_15to30cm_232.3ft_5000m","WaterShallowsSqm_15to30cm_232.4ft_5000m","WaterShallowsSqm_15to30cm_232.5ft_5000m","WaterShallowsSqm_15to30cm_232.7ft_5000m","WaterShallowsSqm_15to30cm_232.9ft_5000m","WaterShallowsSqm_15to30cm_233.0ft_5000m","WaterShallowsSqm_15to30cm_233.1ft_5000m","WaterShallowsSqm_15to30cm_233.3ft_5000m","WaterShallowsSqm_15to30cm_233.5ft_5000m","WaterShallowsSqm_15to30cm_233.6ft_5000m","WaterShallowsSqm_15to30cm_233.7ft_5000m","WaterShallowsSqm_15to30cm_233.9ft_5000m","WaterShallowsSqm_15to30cm_234.0ft_5000m","WaterShallowsSqm_15to30cm_234.1ft_5000m","WaterShallowsSqm_200to1000cm_228.0ft_5000m","WaterShallowsSqm_200to1000cm_228.9ft_5000m","WaterShallowsSqm_200to1000cm_229.1ft_5000m","WaterShallowsSqm_200to1000cm_229.3ft_5000m","WaterShallowsSqm_200to1000cm_229.4ft_5000m","WaterShallowsSqm_200to1000cm_229.5ft_5000m","WaterShallowsSqm_200to1000cm_229.6ft_5000m","WaterShallowsSqm_200to1000cm_229.7ft_5000m","WaterShallowsSqm_200to1000cm_229.8ft_5000m","WaterShallowsSqm_200to1000cm_229.9ft_5000m","WaterShallowsSqm_200to1000cm_230.0ft_5000m","WaterShallowsSqm_200to1000cm_230.1ft_5000m","WaterShallowsSqm_200to1000cm_230.2ft_5000m","WaterShallowsSqm_200to1000cm_230.3ft_5000m","WaterShallowsSqm_200to1000cm_230.5ft_5000m","WaterShallowsSqm_200to1000cm_230.7ft_5000m","WaterShallowsSqm_200to1000cm_230.8ft_5000m","WaterShallowsSqm_200to1000cm_230.9ft_5000m","WaterShallowsSqm_200to1000cm_231.1ft_5000m","WaterShallowsSqm_200to1000cm_231.3ft_5000m","WaterShallowsSqm_200to1000cm_231.4ft_5000m","WaterShallowsSqm_200to1000cm_231.5ft_5000m","WaterShallowsSqm_200to1000cm_231.6ft_5000m","WaterShallowsSqm_200to1000cm_231.7ft_5000m","WaterShallowsSqm_200to1000cm_231.8ft_5000m","WaterShallowsSqm_200to1000cm_231.9ft_5000m","WaterShallowsSqm_200to1000cm_232.1ft_5000m","WaterShallowsSqm_200to1000cm_232.2ft_5000m","WaterShallowsSqm_200to1000cm_232.3ft_5000m","WaterShallowsSqm_200to1000cm_232.4ft_5000m","WaterShallowsSqm_200to1000cm_232.5ft_5000m","WaterShallowsSqm_200to1000cm_232.7ft_5000m","WaterShallowsSqm_200to1000cm_232.9ft_5000m","WaterShallowsSqm_200to1000cm_233.0ft_5000m","WaterShallowsSqm_200to1000cm_233.1ft_5000m","WaterShallowsSqm_200to1000cm_233.3ft_5000m","WaterShallowsSqm_200to1000cm_233.5ft_5000m","WaterShallowsSqm_200to1000cm_233.6ft_5000m","WaterShallowsSqm_200to1000cm_233.7ft_5000m","WaterShallowsSqm_200to1000cm_233.9ft_5000m","WaterShallowsSqm_200to1000cm_234.0ft_5000m","WaterShallowsSqm_200to1000cm_234.1ft_5000m","WaterShallowsSqm_30to200cm_228.0ft_5000m","WaterShallowsSqm_30to200cm_228.9ft_5000m","WaterShallowsSqm_30to200cm_229.1ft_5000m","WaterShallowsSqm_30to200cm_229.3ft_5000m","WaterShallowsSqm_30to200cm_229.4ft_5000m","WaterShallowsSqm_30to200cm_229.5ft_5000m","WaterShallowsSqm_30to200cm_229.6ft_5000m","WaterShallowsSqm_30to200cm_229.7ft_5000m","WaterShallowsSqm_30to200cm_229.8ft_5000m","WaterShallowsSqm_30to200cm_229.9ft_5000m","WaterShallowsSqm_30to200cm_230.0ft_5000m","WaterShallowsSqm_30to200cm_230.1ft_5000m","WaterShallowsSqm_30to200cm_230.2ft_5000m","WaterShallowsSqm_30to200cm_230.3ft_5000m","WaterShallowsSqm_30to200cm_230.5ft_5000m","WaterShallowsSqm_30to200cm_230.7ft_5000m","WaterShallowsSqm_30to200cm_230.8ft_5000m","WaterShallowsSqm_30to200cm_230.9ft_5000m","WaterShallowsSqm_30to200cm_231.1ft_5000m","WaterShallowsSqm_30to200cm_231.3ft_5000m","WaterShallowsSqm_30to200cm_231.4ft_5000m","WaterShallowsSqm_30to200cm_231.5ft_5000m","WaterShallowsSqm_30to200cm_231.6ft_5000m","WaterShallowsSqm_30to200cm_231.7ft_5000m","WaterShallowsSqm_30to200cm_231.8ft_5000m","WaterShallowsSqm_30to200cm_231.9ft_5000m","WaterShallowsSqm_30to200cm_232.1ft_5000m","WaterShallowsSqm_30to200cm_232.2ft_5000m","WaterShallowsSqm_30to200cm_232.3ft_5000m","WaterShallowsSqm_30to200cm_232.4ft_5000m","WaterShallowsSqm_30to200cm_232.5ft_5000m","WaterShallowsSqm_30to200cm_232.7ft_5000m","WaterShallowsSqm_30to200cm_232.9ft_5000m","WaterShallowsSqm_30to200cm_233.0ft_5000m","WaterShallowsSqm_30to200cm_233.1ft_5000m","WaterShallowsSqm_30to200cm_233.3ft_5000m","WaterShallowsSqm_30to200cm_233.5ft_5000m","WaterShallowsSqm_30to200cm_233.6ft_5000m","WaterShallowsSqm_30to200cm_233.7ft_5000m","WaterShallowsSqm_30to200cm_233.9ft_5000m","WaterShallowsSqm_30to200cm_234.0ft_5000m","WaterShallowsSqm_30to200cm_234.1ft_5000m","FreshwaterEmergentSqmNWI_5000m","FreshwaterForestedSqmNWI_5000m","FreshwaterPondSqmNWI_5000m","LakeSqmNWI_5000m","RiverineSqmNWI_5000m","OtherWetlandSqmNWI_5000m","NonLakeWetlandTotalSqmNWI_5000m","OpenWaterSqmNLCD2011_5000m","DevelopedOpenSqmNLCD2011_5000m","DevelopedLowSqmNLCD2011_5000m","DevelopedMedSqmNLCD2011_5000m","DevelopedHighSqmNLCD2011_5000m","BarrenSqmNLCD2011_5000m","ForestDeciduousSqmNLCD2011_5000m","ForestEvergreenSqmNLCD2011_5000m","ForestMixedSqmNLCD2011_5000m","ShrubScrubSqmNLCD2011_5000m","HerbaceousSqmNLCD2011_5000m","PastureSqmNLCD2011_5000m","CultivatedSqmNLCD2011_5000m","WetlandsWoodySqmNLCD2011_5000m","WetlandsHerbaceousSqmNLCD2011_5000m","DevelopedTotalSqmNLCD2011_5000m","AgTotalSqmNLCD2011_5000m","WetlandsTotalSqmNLCD2011_5000m"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770400,0,48900,0,21200,0,840500,55600,541500,803500,149600,22400,209300,0,0,0,16122200,86700,1636700,5211600,114300,46600,1517000,6848300,160900
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733700,22900,71600,832300,0,72400,900600,187000,556000,1565400,6e+05,42100,681100,0,8400,0,9392100,126600,5314800,5887300,233000,406200,2763500,11202100,639200
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166300,5600,2400,0,4700,158900,337900,0,317600,1197000,187800,5500,1232100,0,0,0,5960900,12600,4445200,11641300,0,0,1707900,16086500,0
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,0,0,0,80400,5100,101800,0,1021500,1303300,202500,9900,5110600,0,0,0,15158500,0,636000,1557700,0,0,2537200,2193700,0
5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50800,0,50800,0,0,0,0,0,3711700,0,0,0,21288300,0,0,0,0,0,0,0,0
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,77400,0,0,0,24922600,0,0,0,0,0,0,0,0
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40300,0,0,0,24959700,0,0,0,0,0,0,0,0
